Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
5,32999,909827,LAKE,Lake Mead NRA,1997
6,34913,962596,LAKE,Lake Mead NRA,1997
7,33697,929072,LAKE,Lake Mead NRA,1997
8,32252,889236,LAKE,Lake Mead NRA,1997
9,25375,699618,LAKE,Lake Mead NRA,1997
10,20359,561326,LAKE,Lake Mead NRA,1997
11,20189,556626,LAKE,Lake Mead NRA,1997
12,12434,342816,LAKE,Lake Mead NRA,1997
1,16686,460045,LAKE,Lake Mead NRA,1998
2,20357,561266,LAKE,Lake Mead NRA,1998
3,22659,624747,LAKE,Lake Mead NRA,1998
4,28729,792103,LAKE,Lake Mead NRA,1998
5,31475,867823,LAKE,Lake Mead NRA,1998
6,32954,908584,LAKE,Lake Mead NRA,1998
7,33782,931425,LAKE,Lake Mead NRA,1998
8,36201,998112,LAKE,Lake Mead NRA,1998
9,30617,844152,LAKE,Lake Mead NRA,1998
10,29000,799566,LAKE,Lake Mead NRA,1998
11,22194,611918,LAKE,Lake Mead NRA,1998
12,14084,388314,LAKE,Lake Mead NRA,1998
1,20986,578620,LAKE,Lake Mead NRA,1999
2,19495,537516,LAKE,Lake Mead NRA,1999
3,24293,669805,LAKE,Lake Mead NRA,1999
4,27797,766393,LAKE,Lake Mead NRA,1999
5,31577,870624,LAKE,Lake Mead NRA,1999
6,36205,998214,LAKE,Lake Mead NRA,1999
7,31697,873925,LAKE,Lake Mead NRA,1999
8,35153,969205,LAKE,Lake Mead NRA,1999
9,28666,790357,LAKE,Lake Mead NRA,1999
10,26660,735064,LAKE,Lake Mead NRA,1999
11,26584,732951,LAKE,Lake Mead NRA,1999
12,18181,501269,LAKE,Lake Mead NRA,1999
1,17034,469652,LAKE,Lake Mead NRA,2000
2,19987,551079,LAKE,Lake Mead NRA,2000
3,21826,601762,LAKE,Lake Mead NRA,2000
4,31238,861263,LAKE,Lake Mead NRA,2000
5,30844,850409,LAKE,Lake Mead NRA,2000
6,42259,1165154,LAKE,Lake Mead NRA,2000
7,31601,871295,LAKE,Lake Mead NRA,2000
8,30855,850722,LAKE,Lake Mead NRA,2000
9,26905,741796,LAKE,Lake Mead NRA,2000
10,27946,770498,LAKE,Lake Mead NRA,2000
11,21621,596123,LAKE,Lake Mead NRA,2000
12,15424,425252,LAKE,Lake Mead NRA,2000
1,18524,510732,LAKE,Lake Mead NRA,2001
2,19220,529922,LAKE,Lake Mead NRA,2001
3,21856,602594,LAKE,Lake Mead NRA,2001
4,30466,840001,LAKE,Lake Mead NRA,2001
5,28218,778010,LAKE,Lake Mead NRA,2001
6,32839,905404,LAKE,Lake Mead NRA,2001
7,36388,1003259,LAKE,Lake Mead NRA,2001
8,37769,1041354,LAKE,Lake Mead NRA,2001
9,29038,800605,LAKE,Lake Mead NRA,2001
10,19656,541943,LAKE,Lake Mead NRA,2001
11,20794,573310,LAKE,Lake Mead NRA,2001
12,12274,338413,LAKE,Lake Mead NRA,2001
1,17200,474237,LAKE,Lake Mead NRA,2002
2,17614,485642,LAKE,Lake Mead NRA,2002
3,18509,510328,LAKE,Lake Mead NRA,2002
4,28954,798306,LAKE,Lake Mead NRA,2002
5,25665,707608,LAKE,Lake Mead NRA,2002
6,26359,726761,LAKE,Lake Mead NRA,2002
7,29260,806732,LAKE,Lake Mead NRA,2002
8,33437,921909,LAKE,Lake Mead NRA,2002
9,26938,742722,LAKE,Lake Mead NRA,2002
10,20545,566446,LAKE,Lake Mead NRA,2002
11,14918,411311,LAKE,Lake Mead NRA,2002
12,14445,398282,LAKE,Lake Mead NRA,2002
1,20523,565840,LAKE,Lake Mead NRA,2003
2,17918,494020,LAKE,Lake Mead NRA,2003
3,18293,504352,LAKE,Lake Mead NRA,2003
4,23468,647055,LAKE,Lake Mead NRA,2003
5,32249,889138,LAKE,Lake Mead NRA,2003
6,30278,834801,LAKE,Lake Mead NRA,2003
7,30615,844088,LAKE,Lake Mead NRA,2003
8,34023,938066,LAKE,Lake Mead NRA,2003
9,26697,736076,LAKE,Lake Mead NRA,2003
10,22492,620136,LAKE,Lake Mead NRA,2003
11,15695,432721,LAKE,Lake Mead NRA,2003
12,14845,409288,LAKE,Lake Mead NRA,2003
1,19657,541983,LAKE,Lake Mead NRA,2004
2,18639,513896,LAKE,Lake Mead NRA,2004
3,22758,627473,LAKE,Lake Mead NRA,2004
4,25315,697975,LAKE,Lake Mead NRA,2004
5,26200,722368,LAKE,Lake Mead NRA,2004
6,31997,882206,LAKE,Lake Mead NRA,2004
7,30722,847060,LAKE,Lake Mead NRA,2004
8,29281,807328,LAKE,Lake Mead NRA,2004
9,27363,754426,LAKE,Lake Mead NRA,2004
10,20328,560462,LAKE,Lake Mead NRA,2004
11,15167,418176,LAKE,Lake Mead NRA,2004
12,16199,446631,LAKE,Lake Mead NRA,2004
1,17403,479822,LAKE,Lake Mead NRA,2005
2,18561,511758,LAKE,Lake Mead NRA,2005
3,21150,583136,LAKE,Lake Mead NRA,2005
4,23972,660942,LAKE,Lake Mead NRA,2005
5,25867,713181,LAKE,Lake Mead NRA,2005
6,40245,1109621,LAKE,Lake Mead NRA,2005
7,31342,864139,LAKE,Lake Mead NRA,2005
8,27870,768414,LAKE,Lake Mead NRA,2005
9,22019,607085,LAKE,Lake Mead NRA,2005
10,21479,592217,LAKE,Lake Mead NRA,2005
11,15553,428829,LAKE,Lake Mead NRA,2005
12,13539,373294,LAKE,Lake Mead NRA,2005
1,19361,533799,LAKE,Lake Mead NRA,2006
2,18620,513381,LAKE,Lake Mead NRA,2006
3,20373,561718,LAKE,Lake Mead NRA,2006
4,23177,639034,LAKE,Lake Mead NRA,2006
5,26274,724420,LAKE,Lake Mead NRA,2006
6,33317,918598,LAKE,Lake Mead NRA,2006
7,36689,1011557,LAKE,Lake Mead NRA,2006
8,34134,941126,LAKE,Lake Mead NRA,2006
9,22378,616981,LAKE,Lake Mead NRA,2006
10,22753,627340,LAKE,Lake Mead NRA,2006
11,15826,436334,LAKE,Lake Mead NRA,2006
12,9193,253465,LAKE,Lake Mead NRA,2006
1,15379,424010,LAKE,Lake Mead NRA,2007
2,16759,462067,LAKE,Lake Mead NRA,2007
3,18996,523754,LAKE,Lake Mead NRA,2007
4,23537,648945,LAKE,Lake Mead NRA,2007
5,23518,648435,LAKE,Lake Mead NRA,2007
6,33533,924552,LAKE,Lake Mead NRA,2007
7,38546,1062772,LAKE,Lake Mead NRA,2007
8,33276,917472,LAKE,Lake Mead NRA,2007
9,23089,636593,LAKE,Lake Mead NRA,2007
10,20956,577787,LAKE,Lake Mead NRA,2007
11,14875,410132,LAKE,Lake Mead NRA,2007
12,13986,385620,LAKE,Lake Mead NRA,2007
1,13262,365646,LAKE,Lake Mead NRA,2008
2,16106,444062,LAKE,Lake Mead NRA,2008
3,21534,593712,LAKE,Lake Mead NRA,2008
4,26858,740516,LAKE,Lake Mead NRA,2008
5,29600,816102,LAKE,Lake Mead NRA,2008
6,31388,865423,LAKE,Lake Mead NRA,2008
7,27124,747842,LAKE,Lake Mead NRA,2008
8,31049,856057,LAKE,Lake Mead NRA,2008
9,23524,648582,LAKE,Lake Mead NRA,2008
10,20764,572487,LAKE,Lake Mead NRA,2008
11,19481,537129,LAKE,Lake Mead NRA,2008
12,15027,414305,LAKE,Lake Mead NRA,2008
1,13367,368557,LAKE,Lake Mead NRA,2009
2,14249,392855,LAKE,Lake Mead NRA,2009
3,18289,504244,LAKE,Lake Mead NRA,2009
4,24127,665213,LAKE,Lake Mead NRA,2009
5,30851,850594,LAKE,Lake Mead NRA,2009
6,30779,848632,LAKE,Lake Mead NRA,2009
7,25863,713069,LAKE,Lake Mead NRA,2009
8,35954,991291,LAKE,Lake Mead NRA,2009
9,27423,756089,LAKE,Lake Mead NRA,2009
10,24226,667954,LAKE,Lake Mead NRA,2009
11,18083,498563,LAKE,Lake Mead NRA,2009
12,14930,411628,LAKE,Lake Mead NRA,2009
1,12513,345000,LAKE,Lake Mead NRA,2010
2,14132,389636,LAKE,Lake Mead NRA,2010
3,17820,491335,LAKE,Lake Mead NRA,2010
4,25765,710369,LAKE,Lake Mead NRA,2010
5,25676,707913,LAKE,Lake Mead NRA,2010
6,29624,816772,LAKE,Lake Mead NRA,2010
7,26823,739538,LAKE,Lake Mead NRA,2010
8,30483,840457,LAKE,Lake Mead NRA,2010
9,25078,691446,LAKE,Lake Mead NRA,2010
10,18709,515843,LAKE,Lake Mead NRA,2010
11,17721,488600,LAKE,Lake Mead NRA,2010
12,12471,343849,LAKE,Lake Mead NRA,2010
1,10851,299173,LAKE,Lake Mead NRA,2011
2,12828,353689,LAKE,Lake Mead NRA,2011
3,16753,461891,LAKE,Lake Mead NRA,2011
4,23377,644528,LAKE,Lake Mead NRA,2011
5,24248,668557,LAKE,Lake Mead NRA,2011
6,28950,798181,LAKE,Lake Mead NRA,2011
7,26612,733722,LAKE,Lake Mead NRA,2011
8,24221,667820,LAKE,Lake Mead NRA,2011
9,21264,586276,LAKE,Lake Mead NRA,2011
10,15837,436656,LAKE,Lake Mead NRA,2011
11,15431,425462,LAKE,Lake Mead NRA,2011
12,11633,320727,LAKE,Lake Mead NRA,2011
1,10516,289946,LAKE,Lake Mead NRA,2012
2,11966,329926,LAKE,Lake Mead NRA,2012
3,15199,419046,LAKE,Lake Mead NRA,2012
4,22559,621985,LAKE,Lake Mead NRA,2012
5,23846,657461,LAKE,Lake Mead NRA,2012
6,27312,753039,LAKE,Lake Mead NRA,2012
7,25689,708281,LAKE,Lake Mead NRA,2012
8,24617,678719,LAKE,Lake Mead NRA,2012
9,22997,634051,LAKE,Lake Mead NRA,2012
10,16918,466462,LAKE,Lake Mead NRA,2012
11,15114,416717,LAKE,Lake Mead NRA,2012
12,11236,309806,LAKE,Lake Mead NRA,2012
1,11125,306726,LAKE,Lake Mead NRA,2013
2,11681,322055,LAKE,Lake Mead NRA,2013
3,15827,436380,LAKE,Lake Mead NRA,2013
4,22503,620431,LAKE,Lake Mead NRA,2013
5,26475,729966,LAKE,Lake Mead NRA,2013
6,30566,842757,LAKE,Lake Mead NRA,2013
7,30333,836313,LAKE,Lake Mead NRA,2013
8,23345,643665,LAKE,Lake Mead NRA,2013
9,22317,615300,LAKE,Lake Mead NRA,2013
10,9693,267253,LAKE,Lake Mead NRA,2013
11,14745,406538,LAKE,Lake Mead NRA,2013
12,11509,317330,LAKE,Lake Mead NRA,2013
1,11260,310463,LAKE,Lake Mead NRA,2014
2,12192,336164,LAKE,Lake Mead NRA,2014
3,16045,442396,LAKE,Lake Mead NRA,2014
4,19381,534357,LAKE,Lake Mead NRA,2014
5,22117,609803,LAKE,Lake Mead NRA,2014
6,25311,697851,LAKE,Lake Mead NRA,2014
7,32207,888002,LAKE,Lake Mead NRA,2014
8,31163,859212,LAKE,Lake Mead NRA,2014
9,28928,797588,LAKE,Lake Mead NRA,2014
10,19804,546014,LAKE,Lake Mead NRA,2014
11,13160,362853,LAKE,Lake Mead NRA,2014
12,20245,558170,LAKE,Lake Mead NRA,2014
1,16575,457006,LAKE,Lake Mead NRA,2015
2,19574,539678,LAKE,Lake Mead NRA,2015
3,22226,612804,LAKE,Lake Mead NRA,2015
4,22293,614654,LAKE,Lake Mead NRA,2015
5,25848,712654,LAKE,Lake Mead NRA,2015
6,28600,788536,LAKE,Lake Mead NRA,2015
7,29124,802996,LAKE,Lake Mead NRA,2015
8,26788,738589,LAKE,Lake Mead NRA,2015
9,24494,675327,LAKE,Lake Mead NRA,2015
10,22654,624608,LAKE,Lake Mead NRA,2015
11,14532,400667,LAKE,Lake Mead NRA,2015
12,12003,330946,LAKE,Lake Mead NRA,2015
1,14473,399047,LAKE,Lake Mead NRA,2016
2,20792,573278,LAKE,Lake Mead NRA,2016
3,22785,628219,LAKE,Lake Mead NRA,2016
4,21732,599190,LAKE,Lake Mead NRA,2016
5,24747,682314,LAKE,Lake Mead NRA,2016
6,27437,756475,LAKE,Lake Mead NRA,2016
7,27691,763475,LAKE,Lake Mead NRA,2016
8,21763,600037,LAKE,Lake Mead NRA,2016
9,27038,745475,LAKE,Lake Mead NRA,2016
10,19452,536315,LAKE,Lake Mead NRA,2016
11,18466,509132,LAKE,Lake Mead NRA,2016
12,13889,382934,LAKE,Lake Mead NRA,2016
1,18216,502237,LAKE,Lake Mead NRA,2017
2,17178,473634,LAKE,Lake Mead NRA,2017
3,21633,596445,LAKE,Lake Mead NRA,2017
4,29721,819457,LAKE,Lake Mead NRA,2017
5,23001,634163,LAKE,Lake Mead NRA,2017
6,32967,908949,LAKE,Lake Mead NRA,2017
7,30231,833518,LAKE,Lake Mead NRA,2017
8,26001,716890,LAKE,Lake Mead NRA,2017
9,27491,757960,LAKE,Lake Mead NRA,2017
10,23522,648531,LAKE,Lake Mead NRA,2017
11,18700,515599,LAKE,Lake Mead NRA,2017
12,17226,474956,LAKE,Lake Mead NRA,2017
1,16673,459694,LAKE,Lake Mead NRA,2018
2,17361,478670,LAKE,Lake Mead NRA,2018
3,25180,694262,LAKE,Lake Mead NRA,2018
4,24631,679106,LAKE,Lake Mead NRA,2018
5,25538,704106,LAKE,Lake Mead NRA,2018
6,31282,862491,LAKE,Lake Mead NRA,2018
7,29322,808454,LAKE,Lake Mead NRA,2018
8,24982,688786,LAKE,Lake Mead NRA,2018
9,22643,624287,LAKE,Lake Mead NRA,2018
10,21669,597442,LAKE,Lake Mead NRA,2018
11,19600,540408,LAKE,Lake Mead NRA,2018
12,16004,441252,LAKE,Lake Mead NRA,2018
1,16819,463711,LAKE,Lake Mead NRA,2019
2,19308,532361,LAKE,Lake Mead NRA,2019
3,23541,649071,LAKE,Lake Mead NRA,2019
4,25414,700689,LAKE,Lake Mead NRA,2019
5,26173,721614,LAKE,Lake Mead NRA,2019
6,28152,776181,LAKE,Lake Mead NRA,2019
7,28791,793801,LAKE,Lake Mead NRA,2019
8,23565,649731,LAKE,Lake Mead NRA,2019
9,22922,631999,LAKE,Lake Mead NRA,2019
10,22535,621325,LAKE,Lake Mead NRA,2019
11,19574,539690,LAKE,Lake Mead NRA,2019
12,15192,418876,LAKE,Lake Mead NRA,2019
1,19311,532420,LAKE,Lake Mead NRA,2020
2,21780,600514,LAKE,Lake Mead NRA,2020
3,21434,590978,LAKE,Lake Mead NRA,2020
4,14274,393547,LAKE,Lake Mead NRA,2020
5,33363,919873,LAKE,Lake Mead NRA,2020
6,32087,884687,LAKE,Lake Mead NRA,2020
7,33778,931296,LAKE,Lake Mead NRA,2020
8,29465,812397,LAKE,Lake Mead NRA,2020
9,24530,676333,LAKE,Lake Mead NRA,2020
10,24125,665148,LAKE,Lake Mead NRA,2020
11,18365,506354,LAKE,Lake Mead NRA,2020
12,18242,502963,LAKE,Lake Mead NRA,2020
1,13777,379860,LAKE,Lake Mead NRA,2021
2,16557,456503,LAKE,Lake Mead NRA,2021
3,21232,585396,LAKE,Lake Mead NRA,2021
4,25001,689300,LAKE,Lake Mead NRA,2021
5,27719,764240,LAKE,Lake Mead NRA,2021
6,31091,857217,LAKE,Lake Mead NRA,2021
7,28730,792127,LAKE,Lake Mead NRA,2021
8,26847,740202,LAKE,Lake Mead NRA,2021
9,26059,718491,LAKE,Lake Mead NRA,2021
10,23410,645455,LAKE,Lake Mead NRA,2021
11,18915,521522,LAKE,Lake Mead NRA,2021
12,16436,453161,LAKE,Lake Mead NRA,2021
1,12516,345077,LAKE,Lake Mead NRA,2022
2,12026,331560,LAKE,Lake Mead NRA,2022
3,16420,452734,LAKE,Lake Mead NRA,2022
4,18332,505452,LAKE,Lake Mead NRA,2022
5,20509,565450,LAKE,Lake Mead NRA,2022
6,23701,653473,LAKE,Lake Mead NRA,2022
7,21587,595177,LAKE,Lake Mead NRA,2022
8,19208,529591,LAKE,Lake Mead NRA,2022
9,19263,531104,LAKE,Lake Mead NRA,2022
10,17040,469811,LAKE,Lake Mead NRA,2022
11,11724,323244,LAKE,Lake Mead NRA,2022
12,9994,275553,LAKE,Lake Mead NRA,2022
1,11647,321127,LAKE,Lake Mead NRA,2023
2,13094,361013,LAKE,Lake Mead NRA,2023
3,17411,480055,LAKE,Lake Mead NRA,2023
4,21450,591397,LAKE,Lake Mead NRA,2023
5,21343,588450,LAKE,Lake Mead NRA,2023
6,21080,581207,LAKE,Lake Mead NRA,2023
7,20930,577065,LAKE,Lake Mead NRA,2023
8,17891,493294,LAKE,Lake Mead NRA,2023
9,18578,512233,LAKE,Lake Mead NRA,2023
10,18233,502716,LAKE,Lake Mead NRA,2023
11,15178,418471,LAKE,Lake Mead NRA,2023
12,13475,371513,LAKE,Lake Mead NRA,2023
1,4605,55634,GRCA,Grand Canyon NP,1980
2,5886,40800,GRCA,Grand Canyon NP,1980
3,11371,111283,GRCA,Grand Canyon NP,1980
4,25924,135657,GRCA,Grand Canyon NP,1980
5,26357,300940,GRCA,Grand Canyon NP,1980
6,29069,231093,GRCA,Grand Canyon NP,1980
7,30035,382961,GRCA,Grand Canyon NP,1980
8,30502,379099,GRCA,Grand Canyon NP,1980
9,18160,264391,GRCA,Grand Canyon NP,1980
10,17335,194043,GRCA,Grand Canyon NP,1980
11,12178,119440,GRCA,Grand Canyon NP,1980
12,9784,89632,GRCA,Grand Canyon NP,1980
1,9257,87337,GRCA,Grand Canyon NP,1981
2,9633,88570,GRCA,Grand Canyon NP,1981
3,12784,119264,GRCA,Grand Canyon NP,1981
4,19210,205490,GRCA,Grand Canyon NP,1981
5,22580,244709,GRCA,Grand Canyon NP,1981
6,34393,364113,GRCA,Grand Canyon NP,1981
7,33959,398756,GRCA,Grand Canyon NP,1981
8,31287,378831,GRCA,Grand Canyon NP,1981
9,18087,247606,GRCA,Grand Canyon NP,1981
10,15125,185318,GRCA,Grand Canyon NP,1981
11,7384,83734,GRCA,Grand Canyon NP,1981
12,7225,68542,GRCA,Grand Canyon NP,1981
1,4653,44969,GRCA,Grand Canyon NP,1982
2,5970,58210,GRCA,Grand Canyon NP,1982
3,10584,106235,GRCA,Grand Canyon NP,1982
4,15659,167891,GRCA,Grand Canyon NP,1982
5,20554,212009,GRCA,Grand Canyon NP,1982
6,34208,372127,GRCA,Grand Canyon NP,1982
7,30307,369983,GRCA,Grand Canyon NP,1982
8,30655,364548,GRCA,Grand Canyon NP,1982
9,20401,254192,GRCA,Grand Canyon NP,1982
10,16723,188615,GRCA,Grand Canyon NP,1982
11,9527,90586,GRCA,Grand Canyon NP,1982
12,7432,63762,GRCA,Grand Canyon NP,1982
1,4910,49146,GRCA,Grand Canyon NP,1983
2,7115,65862,GRCA,Grand Canyon NP,1983
3,12780,118768,GRCA,Grand Canyon NP,1983
4,14814,141134,GRCA,Grand Canyon NP,1983
5,22568,233043,GRCA,Grand Canyon NP,1983
6,34527,364817,GRCA,Grand Canyon NP,1983
7,33871,400961,GRCA,Grand Canyon NP,1983
8,21512,305589,GRCA,Grand Canyon NP,1983
9,16344,226922,GRCA,Grand Canyon NP,1983
10,15063,181782,GRCA,Grand Canyon NP,1983
11,9674,94483,GRCA,Grand Canyon NP,1983
12,7279,65575,GRCA,Grand Canyon NP,1983
1,6573,60598,GRCA,Grand Canyon NP,1984
2,7632,72688,GRCA,Grand Canyon NP,1984
3,12773,123699,GRCA,Grand Canyon NP,1984
4,17550,169412,GRCA,Grand Canyon NP,1984
5,23876,249813,GRCA,Grand Canyon NP,1984
6,30326,332759,GRCA,Grand Canyon NP,1984
7,27539,369741,GRCA,Grand Canyon NP,1984
8,16554,260758,GRCA,Grand Canyon NP,1984
9,15205,220356,GRCA,Grand Canyon NP,1984
10,12212,148330,GRCA,Grand Canyon NP,1984
11,9745,104114,GRCA,Grand Canyon NP,1984
12,7198,61316,GRCA,Grand Canyon NP,1984
1,5652,54330,GRCA,Grand Canyon NP,1985
2,7142,66986,GRCA,Grand Canyon NP,1985
3,16741,143335,GRCA,Grand Canyon NP,1985
4,25346,217613,GRCA,Grand Canyon NP,1985
5,30758,295024,GRCA,Grand Canyon NP,1985
6,36866,391629,GRCA,Grand Canyon NP,1985
7,37773,411347,GRCA,Grand Canyon NP,1985
8,33368,366036,GRCA,Grand Canyon NP,1985
9,27603,304431,GRCA,Grand Canyon NP,1985
10,24171,240488,GRCA,Grand Canyon NP,1985
11,13670,114023,GRCA,Grand Canyon NP,1985
12,12817,106287,GRCA,Grand Canyon NP,1985
1,12348,75573,GRCA,Grand Canyon NP,1986
2,11159,94361,GRCA,Grand Canyon NP,1986
3,23675,201642,GRCA,Grand Canyon NP,1986
4,24737,215037,GRCA,Grand Canyon NP,1986
5,33733,318732,GRCA,Grand Canyon NP,1986
6,38646,407145,GRCA,Grand Canyon NP,1986
7,42127,456542,GRCA,Grand Canyon NP,1986
8,40734,437652,GRCA,Grand Canyon NP,1986
9,28074,312678,GRCA,Grand Canyon NP,1986
10,25246,247244,GRCA,Grand Canyon NP,1986
11,17145,151811,GRCA,Grand Canyon NP,1986
12,14461,117370,GRCA,Grand Canyon NP,1986
1,10853,94561,GRCA,Grand Canyon NP,1987
2,12148,110009,GRCA,Grand Canyon NP,1987
3,20672,188661,GRCA,Grand Canyon NP,1987
4,33286,294786,GRCA,Grand Canyon NP,1987
5,34323,352013,GRCA,Grand Canyon NP,1987
6,40967,457635,GRCA,Grand Canyon NP,1987
7,42561,485310,GRCA,Grand Canyon NP,1987
8,44210,525178,GRCA,Grand Canyon NP,1987
9,33548,425004,GRCA,Grand Canyon NP,1987
10,28056,299263,GRCA,Grand Canyon NP,1987
11,16973,168321,GRCA,Grand Canyon NP,1987
12,13012,112289,GRCA,Grand Canyon NP,1987
1,11116,96995,GRCA,Grand Canyon NP,1988
2,14421,133142,GRCA,Grand Canyon NP,1988
3,28844,273551,GRCA,Grand Canyon NP,1988
4,24881,240519,GRCA,Grand Canyon NP,1988
5,39396,387946,GRCA,Grand Canyon NP,1988
6,49373,523647,GRCA,Grand Canyon NP,1988
7,50865,557670,GRCA,Grand Canyon NP,1988
8,49812,550873,GRCA,Grand Canyon NP,1988
9,35566,462806,GRCA,Grand Canyon NP,1988
10,28210,328960,GRCA,Grand Canyon NP,1988
11,22249,196874,GRCA,Grand Canyon NP,1988
12,11417,106903,GRCA,Grand Canyon NP,1988
1,11957,107390,GRCA,Grand Canyon NP,1989
2,13645,128648,GRCA,Grand Canyon NP,1989
3,28196,261150,GRCA,Grand Canyon NP,1989
4,30894,280218,GRCA,Grand Canyon NP,1989
5,39646,409344,GRCA,Grand Canyon NP,1989
6,52491,543782,GRCA,Grand Canyon NP,1989
7,48682,542509,GRCA,Grand Canyon NP,1989
8,46662,536221,GRCA,Grand Canyon NP,1989
9,36973,440897,GRCA,Grand Canyon NP,1989
10,31237,345439,GRCA,Grand Canyon NP,1989
11,22068,225092,GRCA,Grand Canyon NP,1989
12,15540,145519,GRCA,Grand Canyon NP,1989
1,12652,118005,GRCA,Grand Canyon NP,1990
2,13755,131958,GRCA,Grand Canyon NP,1990
3,26992,256088,GRCA,Grand Canyon NP,1990
4,31824,314388,GRCA,Grand Canyon NP,1990
5,37534,410498,GRCA,Grand Canyon NP,1990
6,38473,472277,GRCA,Grand Canyon NP,1990
7,45762,534498,GRCA,Grand Canyon NP,1990
8,43210,528984,GRCA,Grand Canyon NP,1990
9,33658,403743,GRCA,Grand Canyon NP,1990
10,23025,283512,GRCA,Grand Canyon NP,1990
11,19799,197985,GRCA,Grand Canyon NP,1990
12,12903,124749,GRCA,Grand Canyon NP,1990
1,12745,119713,GRCA,Grand Canyon NP,1991
2,14198,137010,GRCA,Grand Canyon NP,1991
3,16981,173728,GRCA,Grand Canyon NP,1991
4,26005,262163,GRCA,Grand Canyon NP,1991
5,38712,420242,GRCA,Grand Canyon NP,1991
6,46236,530436,GRCA,Grand Canyon NP,1991
7,49587,583108,GRCA,Grand Canyon NP,1991
8,43834,561165,GRCA,Grand Canyon NP,1991
9,34064,451446,GRCA,Grand Canyon NP,1991
10,27922,361865,GRCA,Grand Canyon NP,1991
11,17510,181771,GRCA,Grand Canyon NP,1991
12,8572,103384,GRCA,Grand Canyon NP,1991
1,10110,106718,GRCA,Grand Canyon NP,1992
2,10432,129889,GRCA,Grand Canyon NP,1992
3,20211,215840,GRCA,Grand Canyon NP,1992
4,33029,344954,GRCA,Grand Canyon NP,1992
5,34010,434452,GRCA,Grand Canyon NP,1992
6,40309,553547,GRCA,Grand Canyon NP,1992
7,53306,658700,GRCA,Grand Canyon NP,1992
8,50953,648030,GRCA,Grand Canyon NP,1992
9,31043,468743,GRCA,Grand Canyon NP,1992
10,24785,325158,GRCA,Grand Canyon NP,1992
11,17828,184552,GRCA,Grand Canyon NP,1992
12,13322,132962,GRCA,Grand Canyon NP,1992
1,10982,113555,GRCA,Grand Canyon NP,1993
2,11457,124186,GRCA,Grand Canyon NP,1993
3,26205,267508,GRCA,Grand Canyon NP,1993
4,26978,326969,GRCA,Grand Canyon NP,1993
5,37536,462722,GRCA,Grand Canyon NP,1993
6,42641,610570,GRCA,Grand Canyon NP,1993
7,55042,755833,GRCA,Grand Canyon NP,1993
8,51271,744485,GRCA,Grand Canyon NP,1993
9,32832,481004,GRCA,Grand Canyon NP,1993
10,25657,356060,GRCA,Grand Canyon NP,1993
11,17258,186556,GRCA,Grand Canyon NP,1993
12,15048,146154,GRCA,Grand Canyon NP,1993
1,12175,137426,GRCA,Grand Canyon NP,1994
2,12807,136008,GRCA,Grand Canyon NP,1994
3,27751,321076,GRCA,Grand Canyon NP,1994
4,28696,317331,GRCA,Grand Canyon NP,1994
5,34207,430834,GRCA,Grand Canyon NP,1994
6,33432,539256,GRCA,Grand Canyon NP,1994
7,52018,684303,GRCA,Grand Canyon NP,1994
8,47383,656675,GRCA,Grand Canyon NP,1994
9,30516,447284,GRCA,Grand Canyon NP,1994
10,26298,348792,GRCA,Grand Canyon NP,1994
11,18138,192207,GRCA,Grand Canyon NP,1994
12,15252,153124,GRCA,Grand Canyon NP,1994
1,11993,124843,GRCA,Grand Canyon NP,1995
2,14762,158170,GRCA,Grand Canyon NP,1995
3,28061,286118,GRCA,Grand Canyon NP,1995
4,34666,371843,GRCA,Grand Canyon NP,1995
5,34922,464743,GRCA,Grand Canyon NP,1995
6,41971,665255,GRCA,Grand Canyon NP,1995
7,49130,678871,GRCA,Grand Canyon NP,1995
8,49196,678492,GRCA,Grand Canyon NP,1995
9,27502,439849,GRCA,Grand Canyon NP,1995
10,28406,381572,GRCA,Grand Canyon NP,1995
11,14193,166568,GRCA,Grand Canyon NP,1995
12,15626,141321,GRCA,Grand Canyon NP,1995
1,14058,147909,GRCA,Grand Canyon NP,1996
2,14893,171968,GRCA,Grand Canyon NP,1996
3,28230,302054,GRCA,Grand Canyon NP,1996
4,31350,364219,GRCA,Grand Canyon NP,1996
5,35884,477093,GRCA,Grand Canyon NP,1996
6,40616,577194,GRCA,Grand Canyon NP,1996
7,43479,691310,GRCA,Grand Canyon NP,1996
8,46168,580705,GRCA,Grand Canyon NP,1996
9,25552,499011,GRCA,Grand Canyon NP,1996
10,27729,387665,GRCA,Grand Canyon NP,1996
11,18672,188612,GRCA,Grand Canyon NP,1996
12,12876,149963,GRCA,Grand Canyon NP,1996
1,11536,133291,GRCA,Grand Canyon NP,1997
2,14807,174087,GRCA,Grand Canyon NP,1997
3,30769,347740,GRCA,Grand Canyon NP,1997
4,28844,324011,GRCA,Grand Canyon NP,1997
5,34181,465990,GRCA,Grand Canyon NP,1997
6,41113,540275,GRCA,Grand Canyon NP,1997
7,45665,730341,GRCA,Grand Canyon NP,1997
8,47811,591024,GRCA,Grand Canyon NP,1997
9,27798,599107,GRCA,Grand Canyon NP,1997
10,24499,444433,GRCA,Grand Canyon NP,1997
11,19619,251808,GRCA,Grand Canyon NP,1997
12,15038,189561,GRCA,Grand Canyon NP,1997
